utt_id,seg_id,speaker,type,language,source_wav,audio_path,start_sec,end_sec,duration_sec,rms_dbfs,peak,clip_ratio,silence_ratio,text,keep,qc_reason,split
bambam__ac37f32228__r0003__u090,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u090.wav,1080.0,1092.0,12.0,-25.0,0.34939274191856384,0.0,0.12312811980033278,ไปยนต์เบียร์ปองวันนี้เดิมเปล่าอะไรอย่างนี้ คือแบบ ไม่เหมือนมีเพื่อนไทยจริง ๆ แล้ว เออ ก็แฮปปี้ ผมก็เรียกพี่แบบว่าอย่างน้อยก็ ก็รีสเปคเขาโตกับผมปีหนึ่ง แล้วแบบก็รีสเปคไป แต่ว่าพออยู่ไปเฉพาะ 1 โมง,True,ok,train
bambam__ac37f32228__r0003__u091,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u091.wav,1092.0,1104.0,12.0,-25.0,0.347477525472641,0.0,0.2628951747088186,ผมก็จะแบบ ไอ้ไทมนี่มันจริงๆ ผมก็จะแบบมีมาแล้ว ชอบลืมเรียกพี่อะครับผม ใช่คำว่าเชิดชีวิตวัยเด็กเลย ใช่ครับผม ผมรู้สึกว่าถ้าเกิดผมมีเพื่อนสนิทตอนอยู่โรงเรียนหรือมหาลัยก็คงเป็นอย่างนี้,True,ok,train
bambam__ac37f32228__r0003__u092,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u092.wav,1104.0,1116.0,12.0,-25.0,0.5288190841674805,0.0,0.03993344425956739,คอนเสิร์ตแล้วมันจะไม่เหมือนกับรอบที่แล้ว,True,ok,train
bambam__ac37f32228__r0003__u093,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u093.wav,1116.0,1128.0,12.0,-25.0,0.5909081101417542,0.0,0.16472545757071547,มันจะต่างกันมากๆเลยครับผม คือจริงๆครับ มันจะไม่มีแบบ แบมๆที่ไฟลุค แบบจี๊ดจาร์ดอะไรอย่างนี้ มันจะมี แต่ว่ามันจะไม่ใช่จี๊ดจาร์ดในด้าน,True,ok,train
bambam__ac37f32228__r0003__u094,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u094.wav,1128.0,1140.0,12.0,-25.0,0.6015960574150085,0.0,0.11813643926788686,ในสไตล์นั้น มันจะแบบว่า เหมือนที่พี่ๆคุยกับผมอย่างนี้ครับผม แบบว่า ตอนที่พี่ๆทุกคน สัมภาษณ์ผมมามาก่อน กับตอนนี้ รู้สึกว่ามันต่างกันไหมครับผม ใช่ครับ คลอมเซ็ทก็จะเป็นประมาณนี้แหละครับผม,True,ok,train
bambam__ac37f32228__r0003__u095,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u095.wav,1140.0,1152.0,12.0,-24.999998092651367,0.5494717359542847,0.0,0.20632279534109818,ผมจะนำแบมแบมในปัจจุบันเนี่ยให้ดู ไม่ใช่แบมแบมที่ perform ที่จะเอามันอย่างเดียวเหมือนแต่ก่อนที่มันผ่านมาอย่างเงี้ยครับผม ผมไม่อยากให้ทุกคนต้องคุย,True,ok,train
bambam__ac37f32228__r0003__u096,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u096.wav,1152.0,1164.0,12.0,-25.0,0.530875563621521,0.0,0.2579034941763727,เรื่อง Production ของแบมแบมมากครับผม เพราะว่า ไม่รู้สิ ผมก็ไม่ยอมเหมือนกันครับผม ที่จะแบบ ต้องมี Production ที่แบบมัน มันด้อยลงมา กว่ารอบที่แล้วผมไม่ยอม,True,ok,train
bambam__ac37f32228__r0003__u097,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u097.wav,1164.0,1176.0,12.0,-25.0,0.5257081389427185,0.0,0.12479201331114809,ผมว่ามัน...มันยังมีอีกหลายลูกเล่นที่ผมยังไม่ได้ใช้ไปครับครับ ก็เลยแบบ...รอบนี้เนี่ยผมว่ามันจะทำลายบานเก่าที่มีหมดเลย ถึงมันจะไม่ต้องจัดที่ราชมังก็ตามครับครับ ก็...รอดูกัน แต่ว่า...,True,ok,val
bambam__ac37f32228__r0003__u098,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u098.wav,1176.0,1188.0,12.0,-25.0,0.618668794631958,0.0,0.08485856905158069,ไม่รู้สิ ผมไม่อยากไปแข่งกับใครครับผม ก็แบบ ถ้าใครมาทำลายของผมได้ก็ยินดีกับเขาครับผม แต่ว่าดูมาแล้วก็ยังไม่มีเลยครับผม เหมือนอวยตัวเองมันไส้มาก,True,ok,train
bambam__ac37f32228__r0003__u099,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u099.wav,1188.0,1200.0,12.0,-25.000001907348633,0.34333398938179016,0.0,0.1264559068219634,ไม่ คุยได้ไง เพราะว่ามันเป็นที่มาจ่ายแบบนี้ อ๋อ อยากจะบอกอย่างนี้ได้ไหม โอเค ครั้งหนึ่งต้องมาดู แต่พอมาดูแล้วมันจะมีครั้งที่สอง ใช่ค่ะ อัลบ็อบนี้ผมรู้สึกว่า ผมไม่ต้องอธิบายอะไรเลย คนดูก็รู้แหละ,True,ok,val
bambam__ac37f32228__r0003__u100,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u100.wav,1200.0,1212.0,12.0,-25.0,0.5978193879127502,0.0,0.10981697171381032,ว่าคืออะไร แต่เขารู้ถึงดีเทลด้วยครับผม ซึ่ง เอาจริงผมเริ่มเรียนรู้อันเนี้ย หลังจากที่ผมได้เป็น ambassador ของ Louis Vuitton นะครับผม หลังจากที่ผมได้ใส่ชุด Louis Vuitton แล้วผมได้เห็นการทํางานของ,True,ok,train
bambam__ac37f32228__r0003__u101,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u101.wav,1212.0,1224.0,12.0,-24.999998092651367,0.4706916809082031,0.0,0.22462562396006655,พี่ฟอเรลของเขากับการดีไซน์เสื้อของเขาอย่างเงี้ย คือถ้าทุกคนดูในกล้องนะครับ มันก็จะเหมือนเสื้อวอร์มตัวหนึ่งธรรมดาใช่ไหม แต่ถ้าคุณมาดูของจริงแล้ว คุณจะเห็นครับว่ามันไม่ได้เป็นแค่ลาย แต่มันเป็นมุก,True,ok,val
bambam__ac37f32228__r0003__u102,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u102.wav,1224.0,1236.0,12.0,-25.0,0.41301003098487854,0.0,0.15141430948419302,หลักทีละอันเลยอะไรอย่างเงี้ย คือมันเป็นดีเทลหลายๆอย่างครับผม ที่แบบถ้าไม่เห็นด้วยตามไม่รู้อะครับ ผมก็ขอฝากคอนเซิร์ต Hometown Concert ด้วยแล้วกันครับผม,True,ok,train
bambam__ac37f32228__r0003__u103,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u103.wav,1236.0,1248.0,12.0,-25.0,0.46602413058280945,0.0,0.13976705490848584,ที่ 22 ประสิทธิกายนนะครับผมกดบัตร 23 ตุลาคมนี้แล้วนะครับผมก็จะสามราคาด้วยกันครับไม่วุ่นวายเลยครับผม เป็น Random ครับผมก็ใครที่อยากมาสนุกกับ,True,ok,train
bambam__ac37f32228__r0003__u104,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u104.wav,1248.0,1260.0,12.0,-25.0,0.22176116704940796,0.0,0.16805324459234608,งานวัดที่แบมแบมจัด อยากดูแบมแบมเล่นลิเกย์ ก็... อันนี้ไม่ได้รู้สปอย คืองานวัดก็ต้องมีลิเกย์ใช่ไหม ก็คิดว่าผมเป็นการเล่นลิเกย์ให้ทุกคนดูแล้วกันครับ ผมว่ามันจะเป็น...,True,ok,train
bambam__ac37f32228__r0003__u105,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u105.wav,1260.0,1272.0,12.0,-25.000001907348633,0.36720678210258484,0.0,0.19800332778702162,งานครอบครัวที่คุณพ่อคุณแม่ หรือว่าคุณแฟนคุณพี่คุณน้องจะพาใครมาก็ได้ แล้วก็สามารถมา Enjoy กับงานนี้ได้,True,ok,train
bambam__ac37f32228__r0003__u106,bambam__ac37f32228__r0003,bambam,speech,th,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/bambam/bambam__ac37f32228__r0003.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/bambam/bambam__ac37f32228__r0003__u106.wav,1272.0,1284.0,12.0,-25.0,0.5038299560546875,0.0,0.07820299500831947,คือ ขอบคุณมากครับ,True,ok,train
iu__95c8f31eea__r0004__u000,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u000.wav,0.0,12.0,12.0,-25.0,0.4673656225204468,0.0,0.04991680532445923,꼭 한 번을 꼽자면 아주 초장문의 그 메시지를 드렸었는데 너무 어려웠는데 제가 말씀드린 거예요 여러분,True,ok,train
iu__95c8f31eea__r0004__u001,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u001.wav,12.0,23.090666666666667,11.090666666666667,-25.0,0.6417270302772522,0.0,0.023423423423423424,와우,True,ok,train
iu__95c8f31eea__r0004__u002,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u002.wav,24.077333333333335,36.077333333333335,12.0,-25.0,0.5884085297584534,0.0,0.11647254575707154,안녕하세요,True,ok,train
iu__95c8f31eea__r0004__u003,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u003.wav,36.077333333333335,48.077333333333335,12.0,-25.0,0.5436094999313354,0.0,0.0,여섯 번째 미니앨범 더 위닝으로 스포티파이를 찾아온 아이유입니다. 반가워요. 이번 미니앨범 더 위닝은 자신의 꿈과 욕망을,True,ok,train
iu__95c8f31eea__r0004__u004,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u004.wav,48.077333333333335,60.077333333333335,12.0,-25.000001907348633,0.479977548122406,0.0,0.013311148086522463,모두 다 숨기지 말고 더 당당히 드러내자 라는 그런 의미에서 출발한 앨범이고요 여러분께서 어떻게 들으실지 두근두근하기도 하고 저도 워낙에 오래 제가 품고 있던 앨범이라서,True,ok,train
iu__95c8f31eea__r0004__u006,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u006.wav,72.07733333333334,84.07733333333334,12.0,-25.0,0.5287526845932007,0.0,0.04326123128119801,또 글로벌 리스너분들이 저에게 직접 남겨주신 질문들이 준비되어 있다고 합니다. 최대한 많은 질문에 성심성의껏 답해보도록 하겠습니다. 자 그럼 아이유의 트랜스페어런트 인터뷰 지금부터,True,ok,train
iu__95c8f31eea__r0004__u007,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u007.wav,84.07733333333334,96.07733333333334,12.0,-25.0,0.8380987644195557,0.0,0.09151414309484193,바로 시작하겠습니다 이번 앨범을 대표하는,True,ok,val
iu__95c8f31eea__r0004__u008,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u008.wav,96.07733333333334,108.07733333333334,12.0,-25.0,0.5704671144485474,0.0,0.129783693843594,한 소절을 뽑아보자면 듣고싶어요 두 소절을 뽑으면 안되나 하나는,True,ok,train
iu__95c8f31eea__r0004__u009,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u009.wav,108.07733333333334,120.07733333333334,12.0,-25.0,0.5496511459350586,0.0,0.20465890183028287,날 따라 이기러 가자 하는 그런 그 부분을 뽑고 싶고요. 또 한 소절은 관객이 될 게 나오는 내 승리를 이뤄,True,ok,val
iu__95c8f31eea__r0004__u010,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u010.wav,120.07733333333334,132.07733333333334,12.0,-25.000001907348633,0.5896618366241455,0.0,0.17470881863560733,"I'm starting, just starting you 당신의 승리, 나의 승리, 우리 모두의 승리 약간 이게 앨범의 주된 메시지라서 그렇게 두 소절을 뽑고 싶어요",True,ok,train
iu__95c8f31eea__r0004__u011,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u011.wav,135.65066666666667,147.65066666666667,12.0,-25.0,0.5291110277175903,0.0,0.22296173044925124,이번 앨범을 준비하며 성사된 만남 중 가장 원했고 의외였던 만남은? 라고 해주셨는데 진짜 그래도 한 번만 꼽힌다고,True,ok,train
iu__95c8f31eea__r0004__u012,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u012.wav,147.65066666666667,159.65066666666667,12.0,-25.0,0.69181889295578,0.0,0.10316139767054909,꼭 한 분을 꼽자면 제가 제일 먼저 요청을 드렸던 게 뉴진스 헤인 씨 쪽이었어요 그 미니진 대표님과,True,ok,train
iu__95c8f31eea__r0004__u013,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u013.wav,159.65066666666667,171.65066666666667,12.0,-24.999998092651367,0.46185821294784546,0.0,0.06988352745424292,"상의를 하고 아주 초장문의 메시지를 드렸었는데 휘인 씨가 너무 빨리 오케이 해주셔서 거기서부터 아마 시작된 것 같아요, 이 앨범.",True,ok,train
iu__95c8f31eea__r0004__u014,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u014.wav,171.65066666666667,183.65066666666667,12.0,-24.999998092651367,0.5837877988815308,0.0,0.14143094841930118,어떤 순탄한 그 작업이 그 혜인 씨라는 분의 좋은 기운에서 시작된 게 아닌가 혜인 씨 쪽에서 그 결과물을,True,ok,train
iu__95c8f31eea__r0004__u015,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u015.wav,183.65066666666667,195.65066666666667,12.0,-25.000001907348633,0.5742254257202148,0.0,0.1314475873544093,딱 보내주셨을 때 오... 와... 와... 이러면서 들었던 기억이 있고 다시 한 번 개인 수 있게 감사합니다 박사 작곡에 능한 아이유,True,ok,train
iu__95c8f31eea__r0004__u016,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u016.wav,195.65066666666667,207.65066666666667,12.0,-25.0,0.6011410355567932,0.0,0.0632279534109817,Q. 이번 앨범에서 가장 빨리 만들어진 곡과 가장 마지막으로 완성된 곡이 무엇일까 궁금해요 Q. 가장 빨리 만들어진 곡은? 가장 빨리 만들어진 곡은 슈퍼예요,True,ok,train
iu__95c8f31eea__r0004__u017,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u017.wav,207.65066666666667,219.65066666666667,12.0,-25.0,0.5383503437042236,0.0,0.09650582362728785,쇼퍼가 한 2년 전 정도부터 저한테는 키워드가 있었던 곡이어서 쇼퍼가 가장 빨리 작업된 곡이기도 하고 가장 마지막에 끝난 곡은 라는 곡이었어요.,True,ok,train
iu__95c8f31eea__r0004__u018,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u018.wav,219.65066666666667,231.65066666666667,12.0,-25.0,0.6162486672401428,0.0,0.06655574043261231,이 곡은 유일하게 피처링이 있는 곡이고 각 세대 여성 보컬 분들과 협업을 하고 싶다는 생각이어서 제가 쓴 가사이기도 하지만,True,ok,train
iu__95c8f31eea__r0004__u019,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u019.wav,231.65066666666667,243.65066666666667,12.0,-24.999998092651367,0.6422534584999084,0.0,0.11148086522462562,참여해주시는 보컬분들께서 동의를 할 수 있는 메시지여야 하기 때문에 가사에 대한 고민도 굉장히 길었고 살짝씩 같은 곡이지만 각자 맡고 있는 섹션만,True,ok,train
iu__95c8f31eea__r0004__u020,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u020.wav,243.65066666666667,255.65066666666667,12.0,-25.0,0.5936523079872131,0.0,0.08485856905158069,장르의 변화가 조금씩 있어요 혜인씨 같은 경우에는 R&B 요소가 되게 강하게 들어가 있고 조원선 선배님 같은 경우에는 좀 락적인 요소가 더 들어가 있어요,True,ok,train
iu__95c8f31eea__r0004__u021,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u021.wav,255.65066666666667,267.65066666666667,12.0,-25.0,0.5495178699493408,0.0,0.09650582362728785,꼭 이런 식으로 그 보컬에 맞게 살짝씩 장르의 변주가 있었어서 그 작업이 다른 곡들보다 시간이 많이 소요가 됐던 것 같고 가장 마지막에 믹스가 완료된,True,ok,train
iu__95c8f31eea__r0004__u022,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u022.wav,267.65066666666667,279.65066666666667,12.0,-25.0,0.585887610912323,0.0,0.07653910149750416,"이번 컨셉에서 자주 나오는 말미잘, 영수증 어디에서 영감을 받으셨나요? 콘서트장에서 팬분들이 아이크 흔드는 모습에서",True,ok,val
iu__95c8f31eea__r0004__u023,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u023.wav,279.65066666666667,291.65066666666667,12.0,-25.0,0.5067257285118103,0.0,0.019966722129783693,홀씨 같다 라고 제가 느꼈고 그래서 홀씨라는 키워드가 저한테 굉장히 긍정적으로 다가온 것 같거든요 말미잘은 홀씨에서 파생된 게 맞거든요 인터넷에,True,ok,train
iu__95c8f31eea__r0004__u024,iu__95c8f31eea__r0004,iu,speech,ko,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/01_raw_wav/iu/iu__95c8f31eea__r0004.wav,/content/drive/MyDrive/Qwen3_SVS_Project/runs/NB01_20260205_091627/03_segments/voiced_chunks/iu/iu__95c8f31eea__r0004__u024.wav,294.94666666666666,306.94666666666666,12.0,-25.0,0.4909999370574951,0.0,0.07154742096505824,인삼밭에서 인삼들이 다 이렇게 묻혀 있는데 나는 행복한 인삼이야 행복한 인삼이야 이렇게 하고 살다가 알고 보니까 인삼이 아니고 고구마였던 거예요. 그래서 다른 인삼들이 너무 인삼 아니고,True,ok,train
